u[V],p[V],s[mm] 
2.970,2.773,9.180
2.960,2.769,9.131
2.950,2.759,9.082
2.940,2.749,9.033
2.930,2.739,8.984
2.920,2.729,8.984
2.910,2.734,8.984
2.900,2.725,8.838
2.890,2.715,8.838
2.880,2.705,8.789
2.870,2.700,8.643
2.860,2.695,8.691
2.850,2.690,8.594
2.840,2.686,8.594
2.830,2.666,8.594
2.820,2.666,8.545
2.810,2.656,8.398
2.800,2.651,8.398
2.790,2.646,8.398
2.780,2.642,8.350
2.770,2.637,8.301
2.760,2.627,8.252
2.750,2.622,8.252
2.740,2.612,8.105
2.730,2.612,8.154
2.720,2.603,8.105
2.710,2.593,8.057
2.700,2.588,8.008
2.690,2.583,7.959
2.680,2.573,7.910
2.670,2.568,7.910
2.660,2.563,7.813
2.650,2.554,7.764
2.640,2.549,7.764
2.630,2.544,7.715
2.620,2.539,7.666
2.610,2.534,7.666
2.600,2.520,7.520
2.590,2.510,7.520
2.580,2.505,7.520
2.570,2.505,7.422
2.560,2.490,7.373
2.550,2.490,7.373
2.540,2.476,7.324
2.530,2.476,7.275
2.520,2.471,7.275
2.510,2.456,7.275
2.500,2.456,7.178
2.490,2.446,7.129
2.480,2.446,7.080
2.470,2.437,7.031
2.460,2.427,7.031
2.450,2.417,7.031
2.440,2.422,6.934
2.430,2.412,6.934
2.420,2.407,6.836
2.410,2.397,6.836
2.400,2.397,6.836
2.390,2.388,6.738
2.380,2.363,6.738
2.370,2.363,6.641
2.360,2.358,6.641
2.350,2.349,6.592
2.340,2.349,6.543
2.330,2.344,6.494
2.320,2.329,6.543
2.310,2.324,6.445
2.300,2.319,6.396
2.290,2.310,6.348
2.280,2.305,6.299
2.270,2.305,6.250
2.260,2.295,6.299
2.250,2.290,6.250
2.240,2.285,6.201
2.230,2.280,6.152
2.220,2.271,6.152
2.210,2.261,6.104
2.200,2.251,6.055
2.190,2.251,6.055
2.180,2.236,6.006
2.170,2.231,5.908
2.160,2.222,5.859
2.150,2.222,5.859
2.140,2.212,5.859
2.130,2.212,5.859
2.120,2.207,5.762
2.110,2.192,5.762
2.100,2.188,5.713
2.090,2.183,5.664
2.080,2.173,5.615
2.070,2.168,5.615
2.060,2.158,5.566
2.050,2.153,5.566
2.040,2.144,5.518
2.030,2.139,5.469
2.020,2.134,5.469
2.010,2.129,5.420
2.000,2.124,5.420
1.990,2.119,5.322
1.980,2.109,5.322
1.970,2.104,5.322
1.960,2.100,5.225
1.950,2.090,5.273
1.940,2.085,5.225
1.930,2.070,5.225
1.920,2.070,5.127
1.910,2.061,5.127
1.900,2.051,5.078
1.890,2.051,5.029
1.880,2.031,4.980
1.870,2.036,5.029
1.860,2.031,4.932
1.850,2.021,4.883
1.840,2.012,4.834
1.830,2.007,4.834
1.820,2.002,4.834
1.810,1.997,4.834
1.800,1.987,4.785
1.790,1.978,4.736
1.780,1.978,4.688
1.770,1.968,4.688
1.760,1.953,4.639
1.750,1.948,4.590
1.740,1.943,4.541
1.730,1.929,4.541
1.720,1.929,4.541
1.710,1.924,4.443
1.700,1.919,4.443
1.690,1.909,4.395
1.680,1.904,4.395
1.670,1.899,4.395
1.660,1.895,4.346
1.650,1.895,4.346
1.640,1.885,4.297
1.630,1.875,4.297
1.620,1.865,4.199
1.610,1.865,4.248
1.600,1.855,4.199
1.590,1.841,4.102
1.580,1.841,4.150
1.570,1.836,4.102
1.560,1.826,4.053
1.550,1.821,4.004
1.540,1.807,4.004
1.530,1.812,3.955
1.520,1.797,3.955
1.510,1.792,3.906
1.500,1.787,3.857
1.490,1.787,3.809
1.480,1.772,3.857
1.470,1.763,3.857
1.460,1.758,3.760
1.450,1.758,3.809
1.440,1.748,3.711
1.430,1.743,3.711
1.420,1.733,3.711
1.410,1.724,3.613
1.400,1.724,3.613
1.390,1.714,3.613
1.380,1.704,3.564
1.370,1.704,3.516
1.360,1.694,3.516
1.350,1.685,3.516
1.340,1.675,3.467
1.330,1.670,3.418
1.320,1.665,3.418
1.310,1.655,3.369
1.300,1.650,3.369
1.290,1.641,3.320
1.280,1.641,3.320
1.270,1.626,3.271
1.260,1.616,3.223
1.250,1.611,3.271
1.240,1.611,3.223
1.230,1.602,3.174
1.220,1.602,3.174
1.210,1.587,3.125
1.200,1.582,3.076
1.190,1.577,3.125
1.180,1.577,3.076
1.170,1.563,3.027
1.160,1.563,3.027
1.150,1.553,2.979
1.140,1.548,2.930
1.130,1.538,2.930
1.120,1.528,2.881
1.110,1.523,2.881
1.100,1.519,2.881
1.090,1.514,2.832
1.080,1.504,2.832
1.070,1.499,2.783
1.060,1.489,2.734
1.050,1.479,2.783
1.040,1.475,2.734
1.030,1.475,2.686
1.020,1.470,2.734
1.010,1.460,2.637
1.000,1.455,2.637
0.990,1.440,2.588
0.980,1.436,2.539
0.970,1.431,2.588
0.960,1.421,2.539
0.950,1.416,2.490
0.940,1.411,2.490
0.930,1.396,2.490
0.920,1.392,2.393
0.910,1.382,2.393
0.900,1.387,2.344
0.890,1.382,2.393
0.880,1.367,2.295
0.870,1.367,2.295
0.860,1.357,2.295
0.850,1.353,2.295
0.840,1.343,2.246
0.830,1.338,2.246
0.820,1.328,2.197
0.810,1.323,2.148
0.800,1.309,2.148
0.790,1.309,2.100
0.780,1.304,2.148
0.770,1.294,2.051
0.760,1.284,2.051
0.750,1.279,2.051
0.740,1.274,2.002
0.730,1.270,1.953
0.720,1.265,2.002
0.710,1.255,1.904
0.700,1.250,1.904
0.690,1.245,1.904
0.680,1.240,1.855
0.670,1.230,1.855
0.660,1.221,1.855
0.650,1.216,1.807
0.640,1.211,1.807
0.630,1.201,1.758
0.620,1.201,1.758
0.610,1.187,1.758
0.600,1.187,1.709
0.590,1.172,1.709
0.580,1.167,1.660
0.570,1.162,1.660
0.560,1.157,1.611
0.550,1.152,1.660
0.540,1.138,1.611
0.530,1.138,1.563
0.520,1.128,1.563
0.510,1.123,1.563
0.500,1.113,1.514
0.490,1.108,1.465
0.480,1.099,1.514
0.470,1.094,1.465
0.460,1.089,1.465
0.450,1.084,1.416
0.440,1.074,1.416
0.430,1.074,1.367
0.420,1.069,1.367
0.410,1.060,1.318
0.400,1.055,1.318
0.390,1.050,1.318
0.380,1.045,1.318
0.370,1.040,1.270
0.360,1.035,1.270
0.350,1.025,1.221
0.340,1.025,1.221
0.330,1.011,1.221
0.320,1.001,1.172
0.310,0.991,1.123
0.300,0.977,1.172
0.290,0.977,1.074
0.280,0.977,1.074
0.270,0.972,1.074
0.260,0.962,1.074
0.250,0.952,1.025
0.240,0.947,1.025
0.230,0.942,1.025
0.220,0.938,0.977
0.210,0.928,0.977
0.200,0.913,0.928
0.190,0.918,0.928
0.180,0.903,0.879
0.170,0.898,0.879
0.160,0.894,0.879
0.150,0.884,0.879
0.140,0.879,0.830
0.130,0.879,0.781
0.120,0.859,0.781
0.110,0.864,0.781
0.100,0.791,0.635
0.090,0.791,0.586
0.080,0.796,0.586
0.070,0.791,0.586
0.060,0.791,0.586
0.050,0.791,0.586
0.040,0.791,0.586
0.030,0.791,0.586
0.020,0.791,0.586
0.010,0.791,0.537
0.000,0.791,0.537
0.000,0.791,0.000
0.010,0.796,0.049
0.020,0.791,0.049
0.030,0.791,0.000
0.040,0.786,0.049
0.050,0.791,0.000
0.060,0.791,0.049
0.070,0.791,0.000
0.080,0.791,0.000
0.090,0.791,0.000
0.100,0.791,0.000
0.110,0.791,0.049
0.120,0.791,0.000
0.130,0.791,0.000
0.140,0.791,0.000
0.150,0.786,0.000
0.160,0.796,0.000
0.170,0.825,0.000
0.180,0.840,0.000
0.190,0.840,0.000
0.200,0.835,0.000
0.210,0.845,0.049
0.220,0.859,0.000
0.230,0.864,0.049
0.240,0.864,0.049
0.250,0.874,0.000
0.260,0.874,0.049
0.270,0.889,0.000
0.280,0.894,0.098
0.290,0.898,0.049
0.300,0.903,0.049
0.310,0.908,0.098
0.320,0.928,0.098
0.330,0.928,0.098
0.340,0.933,0.098
0.350,0.942,0.098
0.360,0.942,0.146
0.370,0.957,0.146
0.380,0.957,0.146
0.390,0.967,0.146
0.400,0.977,0.146
0.410,0.977,0.195
0.420,0.991,0.195
0.430,0.991,0.195
0.440,1.006,0.195
0.450,1.011,0.244
0.460,1.021,0.244
0.470,1.016,0.244
0.480,1.040,0.244
0.490,1.035,0.293
0.500,1.040,0.293
0.510,1.055,0.244
0.520,1.060,0.342
0.530,1.055,0.293
0.540,1.079,0.342
0.550,1.084,0.342
0.560,1.079,0.342
0.570,1.089,0.391
0.580,1.104,0.391
0.590,1.104,0.391
0.600,1.108,0.342
0.610,1.118,0.439
0.620,1.123,0.391
0.630,1.133,0.391
0.640,1.143,0.391
0.650,1.143,0.439
0.660,1.152,0.439
0.670,1.162,0.537
0.680,1.162,0.537
0.690,1.177,0.488
0.700,1.182,0.488
0.710,1.182,0.586
0.720,1.187,0.537
0.730,1.191,0.537
0.740,1.211,0.537
0.750,1.211,0.586
0.760,1.206,0.586
0.770,1.226,0.586
0.780,1.230,0.635
0.790,1.230,0.684
0.800,1.255,0.684
0.810,1.250,0.684
0.820,1.255,0.684
0.830,1.265,0.684
0.840,1.270,0.732
0.850,1.279,0.732
0.860,1.284,0.732
0.870,1.289,0.732
0.880,1.294,0.781
0.890,1.304,0.781
0.900,1.309,0.830
0.910,1.323,0.830
0.920,1.328,0.830
0.930,1.333,0.830
0.940,1.348,0.879
0.950,1.348,0.830
0.960,1.353,0.879
0.970,1.362,0.879
0.980,1.372,0.928
0.990,1.372,0.928
1.000,1.382,0.928
1.010,1.377,0.977
1.020,1.396,0.928
1.030,1.396,0.977
1.040,1.411,0.977
1.050,1.411,1.025
1.060,1.421,1.025
1.070,1.421,1.074
1.080,1.431,1.074
1.090,1.436,1.074
1.100,1.440,1.074
1.110,1.445,1.123
1.120,1.460,1.123
1.130,1.460,1.123
1.140,1.479,1.123
1.150,1.484,1.172
1.160,1.484,1.221
1.170,1.499,1.221
1.180,1.499,1.221
1.190,1.509,1.221
1.200,1.519,1.221
1.210,1.523,1.270
1.220,1.523,1.270
1.230,1.533,1.270
1.240,1.548,1.318
1.250,1.553,1.367
1.260,1.553,1.318
1.270,1.572,1.367
1.280,1.567,1.416
1.290,1.563,1.367
1.300,1.582,1.416
1.310,1.582,1.416
1.320,1.587,1.465
1.330,1.606,1.465
1.340,1.606,1.465
1.350,1.616,1.514
1.360,1.621,1.563
1.370,1.626,1.514
1.380,1.641,1.563
1.390,1.646,1.563
1.400,1.650,1.611
1.410,1.660,1.563
1.420,1.660,1.660
1.430,1.670,1.660
1.440,1.670,1.660
1.450,1.689,1.709
1.460,1.689,1.709
1.470,1.694,1.709
1.480,1.694,1.709
1.490,1.724,1.758
1.500,1.729,1.758
1.510,1.729,1.807
1.520,1.729,1.758
1.530,1.738,1.807
1.540,1.743,1.855
1.550,1.748,1.807
1.560,1.753,1.855
1.570,1.768,1.904
1.580,1.772,1.904
1.590,1.782,1.953
1.600,1.782,1.904
1.610,1.797,2.002
1.620,1.797,2.002
1.630,1.802,1.953
1.640,1.812,2.051
1.650,1.816,2.100
1.660,1.836,2.100
1.670,1.836,2.100
1.680,1.831,2.100
1.690,1.846,2.100
1.700,1.846,2.148
1.710,1.855,2.148
1.720,1.860,2.197
1.730,1.880,2.197
1.740,1.875,2.246
1.750,1.880,2.246
1.760,1.899,2.295
1.770,1.904,2.246
1.780,1.904,2.344
1.790,1.914,2.344
1.800,1.914,2.344
1.810,1.938,2.393
1.820,1.938,2.441
1.830,1.938,2.393
1.840,1.948,2.441
1.850,1.948,2.441
1.860,1.968,2.490
1.870,1.963,2.441
1.880,1.982,2.539
1.890,1.987,2.588
1.900,1.973,2.539
1.910,1.992,2.588
1.920,1.992,2.539
1.930,2.007,2.637
1.940,2.007,2.637
1.950,2.017,2.734
1.960,2.021,2.686
1.970,2.036,2.734
1.980,2.036,2.734
1.990,2.056,2.783
2.000,2.051,2.783
2.010,2.070,2.783
2.020,2.065,2.832
2.030,2.080,2.881
2.040,2.085,2.881
2.050,2.090,2.930
2.060,2.100,2.930
2.070,2.095,2.979
2.080,2.104,2.979
2.090,2.109,2.930
2.100,2.129,3.027
2.110,2.129,3.027
2.120,2.129,3.076
2.130,2.153,3.125
2.140,2.148,3.174
2.150,2.148,3.076
2.160,2.158,3.174
2.170,2.163,3.174
2.180,2.168,3.174
2.190,2.183,3.223
2.200,2.192,3.223
2.210,2.192,3.320
2.220,2.212,3.320
2.230,2.212,3.271
2.240,2.212,3.320
2.250,2.227,3.369
2.260,2.222,3.369
2.270,2.231,3.418
2.280,2.246,3.418
2.290,2.246,3.467
2.300,2.251,3.467
2.310,2.271,3.516
2.320,2.266,3.516
2.330,2.271,3.516
2.340,2.285,3.564
2.350,2.285,3.564
2.360,2.295,3.662
2.370,2.295,3.662
2.380,2.310,3.662
2.390,2.314,3.662
2.400,2.329,3.711
2.410,2.329,3.760
2.420,2.339,3.760
2.430,2.334,3.760
2.440,2.358,3.857
2.450,2.358,3.857
2.460,2.358,3.906
2.470,2.368,3.955
2.480,2.368,3.906
2.490,2.383,3.955
2.500,2.388,3.955
2.510,2.397,4.053
2.520,2.412,4.053
2.530,2.407,4.053
2.540,2.417,4.053
2.550,2.427,4.102
2.560,2.422,4.102
2.570,2.446,4.199
2.580,2.441,4.199
2.590,2.441,4.199
2.600,2.461,4.248
2.610,2.461,4.248
2.620,2.471,4.346
2.630,2.476,4.346
2.640,2.490,4.395
2.650,2.490,4.395
2.660,2.500,4.443
2.670,2.505,4.443
2.680,2.515,4.443
2.690,2.515,4.492
2.700,2.524,4.541
2.710,2.529,4.590
2.720,2.539,4.590
2.730,2.549,4.590
2.740,2.549,4.590
2.750,2.554,4.688
2.760,2.559,4.688
2.770,2.573,4.736
2.780,2.573,4.736
2.790,2.578,4.736
2.800,2.588,4.834
2.810,2.593,4.834
2.820,2.612,4.883
2.830,2.603,4.883
2.840,2.617,4.932
2.850,2.632,4.980
2.860,2.627,4.980
2.870,2.632,5.029
2.880,2.637,5.029
2.890,2.646,5.078
2.900,2.656,5.078
2.910,2.661,5.176
2.920,2.666,5.127
2.930,2.681,5.176
2.940,2.681,5.225
2.950,2.700,5.322
2.960,2.695,5.322
2.970,2.695,5.322
2.980,2.725,5.420
2.990,2.725,5.420
3.000,2.720,5.420
3.010,2.729,5.469
3.020,2.739,5.420
3.030,2.749,5.518
3.040,2.749,5.566
3.050,2.759,5.566
3.060,2.769,5.615
3.070,2.769,5.615
3.080,2.773,5.664
3.090,2.783,5.664
3.100,2.803,5.762
3.110,2.803,5.762
3.120,2.803,5.811
3.130,2.813,5.859
3.140,2.822,5.908
3.150,2.827,5.859
3.160,2.827,5.908
3.170,2.842,6.006
3.180,2.847,6.006
3.190,2.847,6.006
3.200,2.856,6.055
3.210,2.856,6.055
3.220,2.881,6.152
3.230,2.881,6.152
3.240,2.886,6.201
3.250,2.891,6.250
3.260,2.905,6.299
3.270,2.910,6.299
3.280,2.905,6.348
3.290,2.920,6.396
3.300,2.925,6.445
3.310,2.944,6.445
3.320,2.939,6.494
3.330,2.939,6.494
3.340,2.949,6.543
3.350,2.959,6.592
3.360,2.964,6.592
3.370,2.969,6.689
3.380,2.988,6.689
3.390,2.979,6.787
3.400,2.993,6.787
3.410,2.998,6.787
3.420,3.003,6.787
3.430,3.008,6.885
3.440,3.032,6.982
3.450,3.032,7.031
3.460,3.027,6.982
3.470,3.042,7.031
3.480,3.042,7.080
3.490,3.057,7.129
3.500,3.057,7.129
3.510,3.066,7.178
3.520,3.076,7.227
3.530,3.076,7.275
3.540,3.091,7.324
3.550,3.086,7.324
3.560,3.105,7.422
3.570,3.101,7.422
3.580,3.115,7.471
3.590,3.115,7.471
3.600,3.135,7.471
3.610,3.130,7.520
3.620,3.140,7.568
3.630,3.145,7.617
3.640,3.154,7.715
3.650,3.164,7.715
3.660,3.159,7.715
3.670,3.179,7.764
3.680,3.179,7.813
3.690,3.193,7.861
3.700,3.193,7.910
3.710,3.203,7.959
3.720,3.203,7.959
3.730,3.232,8.057
3.740,3.232,8.105
3.750,3.228,8.105
3.760,3.228,8.154
3.770,3.252,8.154
3.780,3.252,8.203
3.790,3.257,8.252
3.800,3.262,8.301
3.810,3.262,8.301
3.820,3.276,8.398
3.830,3.281,8.447
3.840,3.286,8.447
3.850,3.291,8.447
3.860,3.311,8.545
3.870,3.315,8.545
3.880,3.315,8.594
3.890,3.330,8.691
3.900,3.325,8.740
3.910,3.340,8.789
3.920,3.345,8.838
3.930,3.354,8.838
3.940,3.364,8.887
3.950,3.364,8.984
3.960,3.364,8.936
3.970,3.369,8.984
3.980,3.379,9.082
3.990,3.384,9.131
4.000,3.403,9.180
4.010,3.398,9.229
4.020,3.413,9.277
4.030,3.413,9.326
4.040,3.428,9.375
4.050,3.433,9.424
4.060,3.442,9.424
4.070,3.447,9.473
4.080,3.462,9.521
4.090,3.457,9.521
4.100,3.467,9.570
4.110,3.467,9.668
4.120,3.477,9.717
4.130,3.486,9.717
4.140,3.486,9.766
4.150,3.491,9.766
4.160,3.501,9.814
4.170,3.511,9.912
4.180,3.511,9.912
4.190,3.530,10.010
4.200,3.530,10.010
4.210,3.530,10.059
4.220,3.545,10.156
4.230,3.550,10.205
4.240,3.555,10.205
4.250,3.564,10.254
4.260,3.569,10.303
4.270,3.569,10.400
4.280,3.589,10.498
4.290,3.589,10.498
4.300,3.594,10.498
4.310,3.613,10.645
4.320,3.613,10.645
4.330,3.613,10.645
4.340,3.623,10.693
4.350,3.623,10.791
4.360,3.643,10.840
4.370,3.638,10.840
4.380,3.652,10.938
4.390,3.657,10.938
4.400,3.667,11.035
4.410,3.662,11.035
4.420,3.682,11.084
4.430,3.682,11.133
4.440,3.682,11.230
4.450,3.687,11.230
4.460,3.701,11.279
4.470,3.706,11.328
4.480,3.726,11.475
4.490,3.721,11.523
4.500,3.721,11.475
4.510,3.745,11.572
4.520,3.745,11.670
4.530,3.740,11.621
4.540,3.755,11.768
4.550,3.760,11.768
4.560,3.779,11.865
4.570,3.784,11.914
4.580,3.779,11.914
4.590,3.789,12.012
4.600,3.799,12.012
4.610,3.799,12.061
4.620,3.809,12.158
4.630,3.818,12.207
4.640,3.823,12.256
4.650,3.823,12.256
4.660,3.838,12.354
4.670,3.838,12.354
4.680,3.853,12.451
4.690,3.848,12.500
4.700,3.867,12.549
4.710,3.867,12.598
4.720,3.877,12.646
4.730,3.877,12.646
4.740,3.896,12.793
4.750,3.896,12.842
4.760,3.901,12.842
4.770,3.906,12.939
4.780,3.906,12.988
4.790,3.926,13.086
4.800,3.921,13.086
4.810,3.931,13.086
4.820,3.945,13.184
4.830,3.945,13.232
4.840,3.955,13.330
4.850,3.960,13.330
4.860,3.970,13.428
4.870,3.975,13.477
4.880,3.979,13.477
4.890,3.984,13.574
4.900,4.004,13.721
4.910,4.004,13.721
4.920,4.004,13.721
4.930,4.023,13.818
4.940,4.028,13.916
4.950,4.028,13.965
4.960,4.033,13.965
4.970,4.043,14.014
4.980,4.038,14.014
4.990,4.058,14.160
5.000,4.053,14.209
5.010,4.067,14.209
5.020,4.072,14.307
5.030,4.082,14.355
5.040,4.092,14.453
5.050,4.087,14.453
5.060,4.106,14.600
5.070,4.111,14.600
5.080,4.116,14.697
5.090,4.121,14.746
5.100,4.131,14.795
5.110,4.126,14.795
5.120,4.146,14.893
5.130,4.136,14.893
5.140,4.155,14.990
5.150,4.160,15.088
5.160,4.175,15.186
5.170,4.170,15.186
5.180,4.189,15.283
5.190,4.194,15.332
5.200,4.194,15.381
5.210,4.204,15.430
5.220,4.204,15.479
5.230,4.219,15.576
5.240,4.224,15.625
5.250,4.233,15.723
5.260,4.238,15.771
5.270,4.238,15.771
5.280,4.248,15.820
5.290,4.258,15.918
5.300,4.268,16.016
5.310,4.268,16.064
5.320,4.272,16.064
5.330,4.282,16.211
5.340,4.297,16.260
5.350,4.297,16.260
5.360,4.297,16.357
5.370,4.312,16.357
5.380,4.316,16.455
5.390,4.321,16.455
5.400,4.341,16.602
5.410,4.341,16.699
5.420,4.341,16.699
5.430,4.351,16.748
5.440,4.355,16.797
5.450,4.370,16.895
5.460,4.365,16.943
5.470,4.375,17.041
5.480,4.375,17.041
5.490,4.395,17.139
5.500,4.395,17.188
5.510,4.399,17.285
5.520,4.409,17.285
5.530,4.429,17.480
5.540,4.429,17.480
5.550,4.424,17.529
5.560,4.443,17.627
5.570,4.443,17.676
5.580,4.458,17.725
5.590,4.453,17.773
5.600,4.478,17.871
5.610,4.478,17.871
5.620,4.478,17.969
5.630,4.482,17.969
5.640,4.492,18.066
5.650,4.492,18.066
5.660,4.512,18.213
5.670,4.517,18.311
5.680,4.517,18.311
5.690,4.526,18.408
5.700,4.531,18.457
5.710,4.531,18.506
5.720,4.546,18.555
5.730,4.561,18.652
5.740,4.561,18.701
5.750,4.565,18.799
5.760,4.575,18.799
5.770,4.580,18.945
5.780,4.585,18.994
5.790,4.600,18.994
5.800,4.595,19.043
5.810,4.604,19.092
5.820,4.604,19.189
5.830,4.629,19.287
5.840,4.629,19.385
5.850,4.629,19.385
5.860,4.639,19.434
5.870,4.639,19.482
5.880,4.653,19.531
5.890,4.658,19.629
5.900,4.668,19.678
5.910,4.663,19.727
5.920,4.688,19.873
5.930,4.688,19.873
5.940,4.688,19.922
5.950,4.697,20.020
5.960,4.707,20.117
5.970,4.707,20.117
5.980,4.727,20.264
5.990,4.722,20.313
6.000,4.736,20.361
6.010,4.751,20.508
6.020,4.746,20.508
6.030,4.746,20.557
6.040,4.766,20.654
6.050,4.771,20.752
6.060,4.766,20.703
6.070,4.775,20.801
6.080,4.785,20.850
6.090,4.790,20.947
6.100,4.795,20.947
6.110,4.814,21.045
6.120,4.810,21.143
6.130,4.819,21.143
6.140,4.819,21.240
6.150,4.839,21.387
6.160,4.844,21.436
6.170,4.849,21.484
6.180,4.854,21.484
6.190,4.863,21.582
6.200,4.863,21.582
6.210,4.873,21.777
6.220,4.878,21.777
6.230,4.888,21.826
6.240,4.888,21.924
6.250,4.912,22.021
6.260,4.907,22.021
6.270,4.917,22.070
6.280,4.917,22.119
6.290,4.922,22.217
6.300,4.927,22.217
6.310,4.941,22.363
6.320,4.941,22.363
6.330,4.956,22.461
6.340,4.956,22.461
6.350,4.976,22.607
6.360,4.971,22.607
6.370,4.976,22.705
6.380,4.985,22.754
6.390,5.000,22.852
6.400,5.005,22.900
6.410,5.005,22.998
6.420,5.005,22.998
6.430,5.024,23.047
6.440,5.015,23.096
6.450,5.034,23.193
6.460,5.034,23.242
6.470,5.049,23.291
6.480,5.049,23.389
6.490,5.063,23.438
6.500,5.063,23.486
6.510,5.063,23.535
6.520,5.073,23.584
6.530,5.083,23.682
6.540,5.098,23.779
6.550,5.098,23.779
6.560,5.107,23.877
6.570,5.117,23.926
6.580,5.117,23.975
6.590,5.122,24.072
6.600,5.137,24.121
6.610,5.146,24.170
6.620,5.142,24.170
6.630,5.166,24.268
6.640,5.166,24.365
6.650,5.161,24.414
6.660,5.176,24.463
6.670,5.186,24.561
6.680,5.190,24.561
6.690,5.200,24.658
6.700,5.200,24.707
6.710,5.210,24.805
6.720,5.210,24.805
6.730,5.225,24.951
6.740,5.225,24.951
6.750,5.225,25.000
6.760,5.249,25.098
6.770,5.239,25.146
6.780,5.264,25.195
6.790,5.259,25.244
6.800,5.269,25.293
6.810,5.269,25.391
6.820,5.278,25.439
6.830,5.283,25.439
6.840,5.308,25.586
6.850,5.308,25.635
6.860,5.303,25.635
6.870,5.313,25.684
6.880,5.317,25.732
6.890,5.332,25.830
6.900,5.332,25.830
6.910,5.342,25.928
6.920,5.342,25.977
6.930,5.356,26.074
6.940,5.361,26.123
6.950,5.366,26.123
6.960,5.376,26.221
6.970,5.371,26.221
6.980,5.396,26.367
6.990,5.400,26.416
7.000,5.396,26.465
7.010,5.410,26.563
7.020,5.405,26.563
7.030,5.425,26.660
7.040,5.430,26.709
7.050,5.430,26.758
7.060,5.439,26.807
7.070,5.449,26.855
7.080,5.449,26.904
7.090,5.469,27.002
7.100,5.469,27.100
7.110,5.469,27.100
7.120,5.474,27.100
7.130,5.488,27.197
7.140,5.488,27.197
7.150,5.498,27.295
7.160,5.498,27.295
7.170,5.522,27.393
7.180,5.518,27.490
7.190,5.527,27.490
7.200,5.537,27.539
7.210,5.537,27.588
7.220,5.547,27.637
7.230,5.552,27.686
7.240,5.562,27.783
7.250,5.566,27.881
7.260,5.571,27.930
7.270,5.576,27.979
7.280,5.581,28.027
7.290,5.586,28.027
7.300,5.601,28.125
7.310,5.605,28.174
7.320,5.615,28.271
7.330,5.620,28.271
7.340,5.635,28.320
7.350,5.625,28.369
7.360,5.640,28.418
7.370,5.640,28.467
7.380,5.654,28.613
7.390,5.659,28.613
7.400,5.669,28.711
7.410,5.674,28.711
7.420,5.684,28.809
7.430,5.684,28.809
7.440,5.698,28.906
7.450,5.698,28.906
7.460,5.713,29.004
7.470,5.713,29.004
7.480,5.723,29.102
7.490,5.728,29.102
7.500,5.732,29.199
7.510,5.742,29.248
7.520,5.747,29.248
7.530,5.747,29.297
7.540,5.762,29.346
7.550,5.767,29.443
7.560,5.776,29.443
7.570,5.776,29.492
7.580,5.786,29.639
7.590,5.786,29.688
7.600,5.801,29.736
7.610,5.801,29.736
7.620,5.820,29.834
7.630,5.820,29.883
7.640,5.835,29.883
7.650,5.825,29.980
7.660,5.850,30.029
7.670,5.850,30.078
7.680,5.850,30.078
7.690,5.854,30.127
7.700,5.874,30.176
7.710,5.874,30.273
7.720,5.879,30.322
7.730,5.884,30.371
7.740,5.898,30.420
7.750,5.903,30.469
7.760,5.918,30.518
7.770,5.908,30.518
7.780,5.923,30.615
7.790,5.923,30.615
7.800,5.933,30.713
7.810,5.942,30.762
7.820,5.952,30.713
7.830,5.947,30.811
7.840,5.962,30.908
7.850,5.957,30.908
7.860,5.972,30.957
7.870,5.977,31.006
7.880,5.981,31.006
7.890,5.991,31.055
7.900,5.996,31.152
7.910,6.006,31.201
7.920,6.001,31.201
7.930,6.025,31.250
7.940,6.021,31.299
7.950,6.030,31.348
7.960,6.040,31.396
7.970,6.050,31.445
7.980,6.045,31.494
7.990,6.060,31.543
8.000,6.060,31.592
8.010,6.074,31.641
8.020,6.074,31.641
8.030,6.089,31.689
8.040,6.089,31.836
8.050,6.099,31.836
8.060,6.099,31.836
8.070,6.118,31.934
8.080,6.113,31.934
8.090,6.133,32.080
8.100,6.128,32.080
8.110,6.143,32.129
8.120,6.143,32.129
8.130,6.152,32.227
8.140,6.157,32.275
8.150,6.162,32.275
8.160,6.162,32.275
8.170,6.177,32.373
8.180,6.187,32.422
8.190,6.187,32.422
8.200,6.196,32.471
8.210,6.206,32.471
8.220,6.206,32.568
8.230,6.221,32.617
8.240,6.226,32.715
8.250,6.235,32.764
8.260,6.230,32.764
8.270,6.250,32.764
8.280,6.250,32.813
8.290,6.260,32.861
8.300,6.265,32.959
8.310,6.270,33.057
8.320,6.279,33.008
8.330,6.279,33.057
8.340,6.289,33.057
8.350,6.289,33.105
8.360,6.309,33.154
8.370,6.313,33.203
8.380,6.313,33.252
8.390,6.323,33.301
8.400,6.333,33.252
8.410,6.338,33.398
8.420,6.338,33.350
8.430,6.353,33.447
8.440,6.353,33.447
8.450,6.372,33.496
8.460,6.372,33.643
8.470,6.382,33.643
8.480,6.382,33.643
8.490,6.387,33.691
8.500,6.392,33.691
8.510,6.396,33.789
8.520,6.411,33.838
8.530,6.416,33.838
8.540,6.421,33.887
8.550,6.431,33.936
8.560,6.431,33.936
8.570,6.445,34.033
8.580,6.445,34.033
8.590,6.455,34.131
8.600,6.460,34.131
8.610,6.465,34.180
8.620,6.470,34.229
8.630,6.475,34.277
8.640,6.479,34.277
8.650,6.494,34.326
8.660,6.499,34.375
